NUMBER,UNIT_NAME,STATE,NPS REGION,NPCA REGION,COMMON NAME,SPECIES,TAXA,STATUS
582,Glacier Bay National Park & Preserve,AK,Alaska,Alaska,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
583,Glacier National Park,MT,Intermountain,Northern Rockies,Bull trout,Salvelinus confluentus,Fishes,Threatened
584,Glacier National Park,MT,Intermountain,Northern Rockies,Canada Lynx,Lynx canadensis,Mammals,Threatened
585,Glacier National Park,MT,Intermountain,Northern Rockies,Grizzly bear,Ursus arctos horribilis,Mammals,Threatened
586,Glen Canyon National Recreation Area,UT,Intermountain,Southwest,Siler pincushion cactus,"Pediocactus (=Echinocactus,=Utahia) sileri",Flowering Plants,Threatened
587,Glen Canyon National Recreation Area,UT,Intermountain,Southwest,Welsh's milkweed,Asclepias welshii,Flowering Plants,Threatened
588,Glen Canyon National Recreation Area,"AZ, UT",Intermountain ,Southwest,Bonytail chub,Gila elegans,Fishes,Endangered
589,Glen Canyon National Recreation Area,"AZ, UT",Intermountain ,Southwest,Brady pincushion cactus,Pediocactus bradyi,Flowering Plants,Endangered
590,Glen Canyon National Recreation Area,"AZ, UT",Intermountain ,Southwest,Colorado pikeminnow (=squawfish),Ptychocheilus lucius,Fishes,Endangered
591,Glen Canyon National Recreation Area,"AZ, UT",Intermountain ,Southwest,Humpback chub,Gila cypha,Fishes,Endangered
592,Glen Canyon National Recreation Area,"AZ, UT",Intermountain ,Southwest,Mexican spotted owl,Strix occidentalis lucida,Birds,Threatened
593,Glen Canyon National Recreation Area,"AZ, UT",Intermountain ,Southwest,Razorback sucker,Xyrauchen texanus,Fishes,Endangered
594,Glen Canyon National Recreation Area,"AZ, UT",Intermountain ,Southwest,Yellow-billed Cuckoo,Coccyzus americanus,Birds,Threatened
595,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Bay checkerspot butterfly,Euphydryas editha bayensis,Insects,Threatened
596,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Beach layia,Layia carnosa,Flowering Plants,Endangered
597,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,California freshwater shrimp,Syncaris pacifica,Crustaceans,Endangered
598,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,California red-legged frog,Rana draytonii,Amphibians,Threatened
599,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,California seablite,Suaeda californica,Flowering Plants,Endangered
600,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Clover lupine,Lupinus tidestromii,Flowering Plants,Endangered
601,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Fountain thistle,Cirsium fontinale var. fontinale,Flowering Plants,Endangered
602,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Franciscan manzanita,Arctostaphylos franciscana,Flowering Plants,Endangered
603,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Hickman's potentilla,Potentilla hickmanii,Flowering Plants,Endangered
604,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Marbled murrelet,Brachyramphus marmoratus,Birds,Threatened
605,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Marin dwarf-flax,Hesperolinon congestum,Flowering Plants,Threatened
606,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Marsh Sandwort,Arenaria paludicola,Flowering Plants,Endangered
607,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Mission blue butterfly,Icaricia icarioides missionensis,Insects,Endangered
608,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Myrtle's silverspot butterfly ,Speyeria zerene myrtleae,Insects,Endangered
609,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Northern spotted owl,Strix occidentalis caurina,Birds,Threatened
610,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Presidio clarkia,Clarkia franciscana,Flowering Plants,Endangered
611,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Presidio Manzanita,Arctostaphylos hookeri var. ravenii,Flowering Plants,Endangered
612,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,San Bruno elfin butterfly,Callophrys mossii bayensis,Insects,Endangered
613,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,San Francisco lessingia,Lessingia germanorum (=L.g. var. germanorum),Flowering Plants,Endangered
614,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,San Mateo thornmint,Acanthomintha obovata ssp. duttonii,Flowering Plants,Endangered
615,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,San Mateo woolly sunflower,Eriophyllum latilobum,Flowering Plants,Endangered
616,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Sonoma spineflower,Chorizanthe valida,Flowering Plants,Endangered
617,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Tiburon jewelflower,Streptanthus niger,Flowering Plants,Endangered
618,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Tiburon mariposa lily,Calochortus tiburonensis,Flowering Plants,Threatened
619,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Tiburon paintbrush,Castilleja affinis ssp. neglecta,Flowering Plants,Endangered
620,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,White-rayed pentachaeta,Pentachaeta bellidiflora,Flowering Plants,Endangered
621,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Yellow larkspur,Delphinium luteum,Flowering Plants,Endangered
622,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Menzies' wallflower,Erysimum menziesii,Flowering Plants,Endangered
623,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,San Francisco garter snake,Thamnophis sirtalis tetrataenia,Reptiles,Endangered
624,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Tidewater goby,Eucyclogobius newberryi,Fishes,Endangered
625,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,California clapper rail,Rallus longirostris obsoletus,Birds,Endangered
626,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,California least tern,Sterna antillarum browni,Birds,Endangered
627,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,White Abalone,Haliotis sorenseni,Snails,Endangered
628,Golden Gate National Recreation Area,CA,Pacific West ,Pacific,Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Birds,Endangered
629,Grand Canyon National Park,AZ,Intermountain ,Southwest,Brady pincushion cactus,Pediocactus bradyi,Flowering Plants,Endangered
630,Grand Canyon National Park,AZ,Intermountain ,Southwest,California condor,Gymnogyps californianus,Birds,Endangered
631,Grand Canyon National Park,AZ,Intermountain ,Southwest,Fickeisen plains cactus,Pediocactus peeblesianus fickeiseniae,Flowering Plants,Endangered
632,Grand Canyon National Park,AZ,Intermountain ,Southwest,Humpback chub,Gila cypha,Fishes,Endangered
633,Grand Canyon National Park,AZ,Intermountain ,Southwest,Kanab ambersnail,Oxyloma haydeni kanabensis,Snails,Endangered
634,Grand Canyon National Park,AZ,Intermountain ,Southwest,Mexican spotted owl,Strix occidentalis lucida,Birds,Threatened
635,Grand Canyon National Park,AZ,Intermountain ,Southwest,Razorback sucker,Xyrauchen texanus,Fishes,Endangered
636,Grand Canyon National Park,AZ,Intermountain ,Southwest,Sentry milk-vetch,Astragalus cremnophylax var. cremnophylax,Flowering Plants,Endangered
637,Grand Canyon National Park,AZ,Intermountain ,Southwest,Southwestern willow flycatcher,Empidonax traillii extimus,Birds,Endangered
638,Grand Canyon National Park,AZ,Intermountain ,Southwest,Yellow-billed Cuckoo,Coccyzus americanus,Birds,Threatened
639,Grand Canyon National Park,AZ,Intermountain ,Southwest,Yuma clapper rail,Rallus longirostris yumanensis,Birds,Endangered
640,Grand Canyon National Park,AZ,Intermountain ,Southwest,Welsh's milkweed,Asclepias welshii,Flowering Plants,Threatened
641,Grand Portage National Monument,MN,Midwest,Midwest,Gray Wolf,Canis lupus,Mammals,Threatened
642,Grand Portage National Monument,MN,Midwest,Midwest,Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened
643,Grand Portage National Monument,MN,Midwest,Midwest,Sheepnose Mussel,Plethobasus cyphyus,Clams and Mussels,Endangered
644,Grand Teton National Park,WY,Intermountain,Northern Rockies,Canada Lynx,Lynx canadensis,Mammals,Threatened
645,Grand Teton National Park,WY,Intermountain,Northern Rockies,Grizzly bear,Ursus arctos horribilis,Mammals,Threatened
646,Great Smoky Mountains National Park,"NC, TN",Southeast,Southeast,Carolina northern flying squirrel,Glaucomys sabrinus coloratus,Mammals,Endangered
647,Great Smoky Mountains National Park,"NC, TN",Southeast,Southeast,Indiana bat,Myotis sodalis,Mammals,Endangered
648,Great Smoky Mountains National Park,"NC, TN",Southeast,Southeast,Red wolf,Canis rufus,Mammals,Endangered
649,Great Smoky Mountains National Park,"NC, TN",Southeast,Southeast,Rock gnome lichen,Gymnoderma lineare,Lichens,Endangered
650,Great Smoky Mountains National Park,"NC, TN",Southeast,Southeast,Duskytail darter,Etheostoma percnurum,Fishes,Endangered
651,Great Smoky Mountains National Park,"NC, TN",Southeast,Southeast,Spreading avens,Geum radiatum,Flowering Plants,Endangered
652,Great Smoky Mountains National Park,NC,Southeast,Southeast,Finerayed pigtoe,Fusconaia cuneolus,Clams and Mussels,Endangered; Experimental
653,Great Smoky Mountains National Park,"NC, TN",Southeast,Southeast,Smoky madtom,Noturus baileyi,Fishes,Endangered
654,Great Smoky Mountains National Park,"NC, TN",Southeast,Southeast,Spruce-fir moss spider,Microhexura montivaga,Arachnids,Endangered
655,Great Smoky Mountains National Park,NC,Southeast,Southeast,Virginia spiraea,Spiraea virginiana,Flowering Plants,Threatened
656,Great Smoky Mountains National Park,NC,Southeast,Southeast,Gray bat,Myotis grisescens,Mammals,Endangered
657,Great Smoky Mountains National Park,"NC, TN",Southeast,Southeast,Yellowfin madtom,Noturus flavipinnis,Fishes,Threatened; Experimental
658,Guadalupe Mountains National Park,TX,Intermountain,Texas,Mexican spotted owl,Strix occidentalis lucida,Birds,Threatened
659,Gulf Islands National Seashore,"FL, MS",Southeast,"Sun Coast, Southeast",Alabama beach mouse,Peromyscus polionotus ammobates,Mammals,Endangered
660,Gulf Islands National Seashore,"FL, MS",Southeast,"Sun Coast, Southeast",Alabama red-bellied turtle,Pseudemys alabamensis,Reptiles,Endangered
661,Gulf Islands National Seashore,"FL, MS",Southeast,"Sun Coast, Southeast",Choctawhatchee beach mouse,Peromyscus polionotus allophrys,Mammals,Endangered
662,Gulf Islands National Seashore,"FL, MS",Southeast,"Sun Coast, Southeast",Atlantic sturgeon (Gulf subspecies),Acipenser oxyrinchus (=oxyrhynchus) desotoi,Fishes,Threatened
663,Gulf Islands National Seashore,"FL, MS",Southeast,"Sun Coast, Southeast",Louisiana quillwort,Isoetes louisianensis,Ferns and Allies,Endangered
664,Gulf Islands National Seashore,"FL, MS",Southeast,"Sun Coast, Southeast",Mississippi sandhill crane,Grus canadensis pulla,Birds,Endangered
665,Gulf Islands National Seashore,"FL, MS",Southeast,"Sun Coast, Southeast",Perdido Key beach mouse,Peromyscus polionotus trissyllepsis,Mammals,Endangered
666,Gulf Islands National Seashore,"FL, MS",Southeast,"Sun Coast, Southeast",Piping Plover,Charadrius melodus,Birds,Endangered; Threatened
667,Gulf Islands National Seashore,"FL, MS",Southeast,"Sun Coast, Southeast",Red wolf,Canis rufus,Mammals,Endangered
668,Gulf Islands National Seashore,FL,Southeast,Sun Coast,Black pine snake,Pituophis melanoleucus lodingi,Reptiles,Threatened
669,Gulf Islands National Seashore,FL,Southeast,Sun Coast,Gopher tortoise,Gopherus polyphemus,Reptiles,Threatened; Candidate
670,Gulf Islands National Seashore,FL,Southeast,Sun Coast,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
671,Gulf Islands National Seashore,FL,Southeast,Sun Coast,Finback whale,Balaenoptera physalus,Mammals,Endangered
672,Gulf Islands National Seashore,"FL, MS",Southeast,"Sun Coast, Southeast",Loggerhead sea turtle,Caretta caretta,Reptiles,Endangered; Threatened
673,Gulf Islands National Seashore,FL,Southeast,Sun Coast,Florida perforate cladonia,Cladonia perforata,Flowering Plants,Endangered
674,Gulf Islands National Seashore,FL,Southeast,Sun Coast,Louisiana quillwort,Isoetes louisianensis,Flowering Plants,Endangered
675,Gulf Islands National Seashore,FL,Southeast,Sun Coast,Purple Cat's paw (=Purple Cat's paw pearlymussel),Epioblasma obliquata obliquata,Clams and Mussels,Endangered; Experimental
676,Haleakala National Park,HI,Pacific West ,Pacific,(=Native yellow hibiscus) ma`o hau hele,Hibiscus brackenridgei,Flowering Plants,Endangered
677,Haleakala National Park,HI,Pacific West ,Pacific,`Ahinahina (Hawai'i silversword),Argyroxiphium sandwicense ssp. macrocephalum,Flowering Plants,Threatened
678,Haleakala National Park,HI,Pacific West ,Pacific,`Ala `ala wai nui,Peperomia subpetiolata,Flowering Plants,Endangered
679,Haleakala National Park,HI,Pacific West ,Pacific,`Awikiwiki,Canavalia pubescens,Flowering Plants,Endangered
680,Haleakala National Park,HI,Pacific West ,Pacific,`Oha wai (hillside clermontia),Clermontia lindseyana,Flowering Plants,Endangered
681,Haleakala National Park,HI,Pacific West ,Pacific,`Oha wai (Oahu clermontia),Clermontia oblongifolia ssp. mauiensis,Flowering Plants,Endangered
682,Haleakala National Park,HI,Pacific West ,Pacific,`Oha wai (Pele clermontia),Clermontia peleana,Flowering Plants,Endangered
683,Haleakala National Park,HI,Pacific West ,Pacific,`Oha wai (Hana clermontia),Clermontia samuelii,Flowering Plants,Endangered
684,Haleakala National Park,HI,Pacific West ,Pacific,A`e,Zanthoxylum hawaiiense,Flowering Plants,Endangered
685,Haleakala National Park,HI,Pacific West ,Pacific,Alani (auwahi melicope),Melicope adscendens,Flowering Plants,Endangered
686,Haleakala National Park,HI,Pacific West ,Pacific,Alani,Melicope balloui,Flowering Plants,Endangered
687,Haleakala National Park,HI,Pacific West ,Pacific,Alani (Olokele Valley melicope/ Knudsen's melicope),Melicope knudsenii,Flowering Plants,Endangered
688,Haleakala National Park,HI,Pacific West ,Pacific,Alani,Melicope mucronulata,Flowering Plants,Endangered
689,Haleakala National Park,HI,Pacific West ,Pacific,Alani,Melicope ovalis,Flowering Plants,Endangered
690,Haleakala National Park,HI,Pacific West ,Pacific,Asplenium-leaved diellia,Asplenium dielerectum,Ferns and Allies,Endangered
691,Haleakala National Park,HI,Pacific West ,Pacific,Awiwi,Schenkia sebaeoides,Flowering Plants,Endangered
692,Haleakala National Park,HI,Pacific West ,Pacific,Carter's panicgrass,Panicum fauriei var. carteri,Flowering Plants,Endangered
693,Haleakala National Park,HI,Pacific West ,Pacific,crested honeycreeper (Akohekohe),Palmeria dolei,Birds,Endangered
694,Haleakala National Park,HI,Pacific West ,Pacific,Ha`iwale (red-hair cyrtandra),Cyrtandra ferripilosa,Flowering Plants,Endangered
695,Haleakala National Park,HI,Pacific West ,Pacific,Ha`iwale (Pohakea Gulch cyrtandra),Cyrtandra oxybapha,Flowering Plants,Endangered
696,Haleakala National Park,HI,Pacific West ,Pacific,Hāhā (spleenwort cyanea),Cyanea asplenifolia,Flowering Plants,Endangered
697,Haleakala National Park,HI,Pacific West ,Pacific,Hāhā (treetrunk cyanea),Cyanea copelandii ssp. haleakalaensis,Flowering Plants,Endangered
698,Haleakala National Park,HI,Pacific West ,Pacific,Hāhā ,Cyanea duvalliorum,Flowering Plants,Endangered
699,Haleakala National Park,HI,Pacific West ,Pacific,Hāhā (smooth cyanea),Cyanea glabra,Flowering Plants,Endangered
700,Haleakala National Park,HI,Pacific West ,Pacific,Hāhā (wetforest cyanea),Cyanea hamatiflora ssp. hamatiflora,Flowering Plants,Endangered
701,Haleakala National Park,HI,Pacific West ,Pacific,Hāhā (kunth's cyanea),Cyanea kunthiana,Flowering Plants,Endangered
702,Haleakala National Park,HI,Pacific West ,Pacific,Hāhā,Cyanea maritae,Flowering Plants,Endangered
703,Haleakala National Park,HI,Pacific West ,Pacific,Hāhā (McEldowney's cyanea),Cyanea mceldowneyi,Flowering Plants,Endangered
704,Haleakala National Park,HI,Pacific West ,Pacific,Hāhā (bluntlobe cyanea),Cyanea obtusa,Flowering Plants,Endangered
705,Haleakala National Park,HI,Pacific West ,Pacific,Hāhā nui (prickly cyanea),Cyanea horrida,Flowering Plants,Endangered
706,Haleakala National Park,HI,Pacific West ,Pacific,Hawaiian monk seal,Monachus schauinslandi,Mammals,Endangered
707,Haleakala National Park,HI,Pacific West ,Pacific,Kamanomano,Cenchrus agrimonioides,Flowering Plants,Endangered
708,Haleakala National Park,HI,Pacific West ,Pacific,Kauila,Colubrina oppositifolia,Flowering Plants,Endangered
709,Haleakala National Park,HI,Pacific West ,Pacific,Ko`oko`olau,Bidens campylotheca pentamera,Flowering Plants,Endangered
710,Haleakala National Park,HI,Pacific West ,Pacific,Ko`oko`olau,Bidens campylotheca waihoiensis,Flowering Plants,Endangered
711,Haleakala National Park,HI,Pacific West ,Pacific,Ko`oko`olau,Bidens micrantha ssp. kalealaha,Flowering Plants,Endangered
